0,0,0,255,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,0,255,0,0,0,0,0,255,255,255,0,255,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,255,255,0,255,0,0,0,0,0,255,255
0,0,0,255,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,255,0,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,0,0,255,255,0,0,0,0,0,0,255,255,255
0,0,0,0,255,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,0,255,255,0,0,255,255,255,255,255,0,0,255,0,255,255,255,255,255,255,255,0,0,0,0,0,255,255,255,255,255,0,255,255,255,255,255,0,255,255,255,0,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,0,255,255,0,255,255,0,0,0,255,255,255,255,0,255,255,255,255,255,255,255
0,0,0,0,0,0,255,255,255,255,0,255,255,255,255,255,0,255,255,255,0,255,255,255,0,0,255,255,255,255,0,0,255,255,255,255,0,0,0,255,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,0,255,255,255,0,0,0,0,0,255,255,255
0,0,0,0,255,255,255,255,255,255,0,0,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,255,255,255,0,0,0,255,255,0,255,255,255,255,255,255,0,0,255,0,255,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,0,0,255,255,0,255,255,255,255,0,255,255,255,255,0,0,0,0,0,255,255,255,255,255,0,255,255,255,255,255,255,255
0,0,0,0,0,0,0,58,255,255,255,255,255,255,255,255,255,197,0,0,255,255,255,255,255,255,255,197,0,0,255,255,58,0,0,0,0,58,255,255,255,255,255,255,255,255,255,197,0,0,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,188,12,255,255,12,188,255,255,255,170,0,33,255,255,255,255,85,0,0,0,58,255,255
0,0,0,0,0,0,0,58,255,255,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,188,12,255,255,255,255,255,113,0,85,255,255,255,0,0,197,255,113,0,0,58,255,255,255,255,255,255,255,255,255,188,12,255,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,197,0,0,255,255,255,85,0,113,255,255,255,255
0,255,255,0,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,0,255,255,0,255,255,255,0,0,255,255,255,255,0,0,255,255,255,255,255,255,255
255,0,255,255,255,255,255,255,0,255,255,0,255,255,255,255,12,255,223,255,255,0,255,31,31,31,215,255,255,255,255,0,255,155,155,155,72,85,255,255,255,0,255,255,255,255,121,0,113,255,255,0,255,255,255,255,255,113,0,142,255,0,255,255,255,255,255,255,85,0,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,223,223,223,223,33,255,0,255,255,255,0,0,0,0,255
0,0,0,0,255,255,255,255,255,255,0,0,255,255,255,0,0,255,255,255,0,0,255,255,255,255,0,255,255,255,0,255,255,0,0,0,255,255,255,255,255,0,255,255,255,0,0,0,255,255,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,0,255,0,0,0,0,0,255,255,255,0,255,255,255,255,255,255,255,255
255,0,0,0,0,0,0,255,255,255,0,0,255,255,255,255,0,255,255,255,0,0,255,255,255,255,0,255,255,255,0,0,255,255,255,0,255,255,255,255,0,0,0,0,0,0,0,255,255,255,0,0,255,255,255,255,255,255,0,255,0,0,255,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,0,0,255,255,255,0,0,255,255,0,0,255,255,255,255,255,255,255,255
0,0,197,255,255,255,255,255,255,255,255,255,255,57,121,255,255,255,255,255,255,255,255,57,121,255,255,255,255,255,0,0,0,0,0,0,0,58,255,255,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,188,12,255,255,255,255,255,255,255,155,31,255,255,255,255,255,255,255,255,255,255,255,255
0,0,0,0,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,0,255,255,255,255,0,0,255,255,255,255,0,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,255,0,255,0,255,255,255,255,255,255,255,0,255,0,255,0,0,0,255,255,255,255,255,0,255,255,255,255,255,255,255,255
0,0,197,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,223,255,57,121,255,255,255,255,255,255,255,255,255,255,121,57,255,255,255,255,255,255,255,255,255,255,188,12,255,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,255,223,0,255,255,255,255,255,255,255,255,255,255
